year,country,region,district,income_level,disability_status,gender,indicator,value,unit,source,data_quality_flag
2022,Rwanda,Kigali,Gasabo,Low,No disability,Women,School_enrollment,30.18518012129354,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Women,Health_services_access,30.64183694361506,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Women,GBV_services_access,27.830407828021713,%,Administrative_Health_Reports,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Women,Employment_rate,26.650765065035586,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Women,Decision_making_participation,32.541848637633834,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Men,School_enrollment,37.06379774541693,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Men,Health_services_access,34.53325437051482,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Men,GBV_services_access,34.42614659205254,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Men,Employment_rate,30.015413244331242,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,No disability,Men,Decision_making_participation,34.42967351966042,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Women,School_enrollment,14.299723085818762,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Women,Health_services_access,12.728482438356359,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Women,GBV_services_access,8.627985760377994,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Women,Employment_rate,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Kigali,Gasabo,Low,With disability,Women,Decision_making_participation,11.296939582648523,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Men,School_enrollment,15.052590883939716,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Men,Health_services_access,17.256541265098818,%,Administrative_Health_Reports,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Men,GBV_services_access,,%,Community_GBV_Monitoring,missing_value
2022,Rwanda,Kigali,Gasabo,Low,With disability,Men,Employment_rate,14.27793476124019,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Low,With disability,Men,Decision_making_participation,,%,Community_GBV_Monitoring,missing_value
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Women,School_enrollment,43.45937636042545,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Health_services_access,43.60888049863148,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Women,GBV_services_access,39.71545879779305,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Employment_rate,48.820262163699745,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Decision_making_participation,47.01653323616713,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Men,School_enrollment,49.236327958010754,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Health_services_access,48.78749844227529,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Men,GBV_services_access,51.51280089284257,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Employment_rate,51.3253088478072,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Decision_making_participation,50.25254989140772,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Women,School_enrollment,32.991350458999925,%,Administrative_Health_Reports,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Health_services_access,29.750674412639356,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Women,GBV_services_access,24.72054822508546,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Employment_rate,28.520393762648602,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Decision_making_participation,30.54472754095841,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Men,School_enrollment,31.23116503335193,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Health_services_access,27.35610339138862,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Men,GBV_services_access,27.491400251348214,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Employment_rate,33.71160282865156,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Decision_making_participation,,%,Labour_Force_Survey,missing_value
2022,Rwanda,Kigali,Gasabo,High,No disability,Women,School_enrollment,54.06188185724297,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Women,Health_services_access,47.40236244675798,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Women,GBV_services_access,54.511723601192735,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Women,Employment_rate,51.603871173047665,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Women,Decision_making_participation,55.27715479040684,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Men,School_enrollment,59.23313679573844,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Men,Health_services_access,57.44866256271325,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Men,GBV_services_access,56.17015326000539,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Men,Employment_rate,56.25784248976884,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,No disability,Men,Decision_making_participation,56.6715231993489,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Women,School_enrollment,,%,Civic_Participation_Records,missing_value
2022,Rwanda,Kigali,Gasabo,High,With disability,Women,Health_services_access,31.887678449662207,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Women,GBV_services_access,28.918627884117424,%,Household_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Women,Employment_rate,31.732318510846763,%,Civic_Participation_Records,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Women,Decision_making_participation,30.041062701912637,%,Administrative_Health_Reports,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Men,School_enrollment,36.571314916425884,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Men,Health_services_access,38.407876990650074,%,Administrative_Health_Reports,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Men,GBV_services_access,30.478057293959548,%,Labour_Force_Survey,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Men,Employment_rate,45.08918937211149,%,Community_GBV_Monitoring,ok
2022,Rwanda,Kigali,Gasabo,High,With disability,Men,Decision_making_participation,37.865531774686026,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Women,School_enrollment,34.81662350636876,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Women,Health_services_access,29.403928933636656,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Women,GBV_services_access,31.92422564678063,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Women,Employment_rate,26.011832917320366,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Women,Decision_making_participation,29.570434207408837,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Men,School_enrollment,31.924444978407,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Men,Health_services_access,35.67019496732531,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Men,GBV_services_access,32.981486730257785,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Men,Employment_rate,32.0975516822246,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,No disability,Men,Decision_making_participation,34.156806512000614,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Women,School_enrollment,13.824204537397616,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Women,Health_services_access,6.516762775532805,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Women,GBV_services_access,7.157119816283788,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Women,Employment_rate,,%,Community_GBV_Monitoring,missing_value
2023,Rwanda,Kigali,Gasabo,Low,With disability,Women,Decision_making_participation,8.314269259916074,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Men,School_enrollment,12.724631499099619,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Men,Health_services_access,16.844194264206042,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Men,GBV_services_access,10.038337503799818,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Men,Employment_rate,9.445253205359382,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Low,With disability,Men,Decision_making_participation,15.140884724954411,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Women,School_enrollment,41.06652040492863,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Health_services_access,47.08261060517912,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Women,GBV_services_access,44.78732087088335,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Employment_rate,46.658567878499255,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Decision_making_participation,46.32121991714031,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Men,School_enrollment,50.62296274231278,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Health_services_access,49.60028621895281,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Men,GBV_services_access,52.697869932963535,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Employment_rate,49.03372059639073,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Decision_making_participation,56.59332460004563,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Women,School_enrollment,27.20100358712893,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Health_services_access,24.068324851667857,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Women,GBV_services_access,26.34445329615124,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Employment_rate,26.321498778622257,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Decision_making_participation,27.736100025841743,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Men,School_enrollment,33.98784222664642,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Health_services_access,26.284155129189596,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Men,GBV_services_access,29.576107822552963,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Employment_rate,31.92529881221538,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Decision_making_participation,32.4968195861958,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Women,School_enrollment,,%,Household_Survey,missing_value
2023,Rwanda,Kigali,Gasabo,High,No disability,Women,Health_services_access,50.055902060017836,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Women,GBV_services_access,50.41317229590122,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Women,Employment_rate,50.15677986143993,%,Household_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Women,Decision_making_participation,51.7204898164743,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Men,School_enrollment,53.58435152456151,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Men,Health_services_access,57.92954153427961,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Men,GBV_services_access,54.84398973643362,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Men,Employment_rate,56.15767152173874,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,High,No disability,Men,Decision_making_participation,58.87145164664995,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Women,School_enrollment,29.916050331242662,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Women,Health_services_access,34.42214924124903,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Women,GBV_services_access,29.592663115428422,%,Administrative_Health_Reports,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Women,Employment_rate,32.069305602422396,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Women,Decision_making_participation,38.33986022202536,%,Civic_Participation_Records,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Men,School_enrollment,33.74587027494117,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Men,Health_services_access,34.64247850409568,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Men,GBV_services_access,31.982429309032952,%,Community_GBV_Monitoring,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Men,Employment_rate,38.85507474845183,%,Labour_Force_Survey,ok
2023,Rwanda,Kigali,Gasabo,High,With disability,Men,Decision_making_participation,30.159064597955535,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Women,School_enrollment,32.43832509805624,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Women,Health_services_access,30.96447502229328,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Women,GBV_services_access,26.759508182569572,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Women,Employment_rate,24.916211425064933,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Women,Decision_making_participation,31.75111555494505,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Men,School_enrollment,,%,Civic_Participation_Records,missing_value
2024,Rwanda,Kigali,Gasabo,Low,No disability,Men,Health_services_access,34.56610698256315,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Men,GBV_services_access,,%,Labour_Force_Survey,missing_value
2024,Rwanda,Kigali,Gasabo,Low,No disability,Men,Employment_rate,27.46513107327811,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,No disability,Men,Decision_making_participation,36.19685820670246,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Women,School_enrollment,9.158405415929703,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Women,Health_services_access,9.009384028880774,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Women,GBV_services_access,5.821529066668252,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Women,Employment_rate,8.945202016557554,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Women,Decision_making_participation,7.867305845004194,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Men,School_enrollment,11.673857414349603,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Men,Health_services_access,16.519728643554707,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Men,GBV_services_access,13.172238647319382,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Men,Employment_rate,11.579268438897149,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Low,With disability,Men,Decision_making_participation,12.86902584679801,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Women,School_enrollment,48.58254181213913,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Health_services_access,47.881677826847685,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Women,GBV_services_access,46.028164753089364,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Employment_rate,,%,Labour_Force_Survey,missing_value
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Women,Decision_making_participation,44.72324201727048,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Men,School_enrollment,50.691188481691675,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Health_services_access,53.65666420081545,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Men,GBV_services_access,51.30728069915678,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Employment_rate,54.52651437517545,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Middle,No disability,Men,Decision_making_participation,53.549018729242114,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Women,School_enrollment,,%,Administrative_Health_Reports,missing_value
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Health_services_access,28.660662613084238,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Women,GBV_services_access,21.666101311124155,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Employment_rate,,%,Labour_Force_Survey,missing_value
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Women,Decision_making_participation,,%,Administrative_Health_Reports,missing_value
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Men,School_enrollment,28.704014468780038,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Health_services_access,,%,Administrative_Health_Reports,missing_value
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Men,GBV_services_access,30.48430047807974,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Employment_rate,34.78120701254492,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,Middle,With disability,Men,Decision_making_participation,34.247621118204464,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Women,School_enrollment,53.65267935623063,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Women,Health_services_access,52.64225681291852,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Women,GBV_services_access,53.14643410120744,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Women,Employment_rate,53.93780918339734,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Women,Decision_making_participation,50.442421161638585,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Men,School_enrollment,55.99318466521518,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Men,Health_services_access,58.49537861960543,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Men,GBV_services_access,50.16795327750378,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Men,Employment_rate,53.13748894807197,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,High,No disability,Men,Decision_making_participation,57.34737604071038,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Women,School_enrollment,31.2315044885199,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Women,Health_services_access,27.729363426337166,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Women,GBV_services_access,28.315331023056824,%,Civic_Participation_Records,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Women,Employment_rate,36.523342036785586,%,Household_Survey,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Women,Decision_making_participation,31.650453422490454,%,Community_GBV_Monitoring,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Men,School_enrollment,41.80529343541822,%,Labour_Force_Survey,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Men,Health_services_access,33.145929632552445,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Men,GBV_services_access,38.5149026468435,%,Administrative_Health_Reports,ok
2024,Rwanda,Kigali,Gasabo,High,With disability,Men,Employment_rate,,%,Administrative_Health_Reports,missing_value
2024,Rwanda,Kigali,Gasabo,High,With disability,Men,Decision_making_participation,44.7164258101826,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Women,School_enrollment,31.673914491353898,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Women,Health_services_access,30.501542536854636,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Women,GBV_services_access,32.616609744084414,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Women,Employment_rate,23.429964440528195,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Women,Decision_making_participation,29.45823561570779,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Men,School_enrollment,33.514870544320395,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Men,Health_services_access,32.117492621646065,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Men,GBV_services_access,30.72867975431832,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Men,Employment_rate,28.31725956067012,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Low,No disability,Men,Decision_making_participation,35.606122309616616,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Women,School_enrollment,,%,Labour_Force_Survey,missing_value
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Women,Health_services_access,9.069669900692103,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Women,GBV_services_access,6.892105821433442,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Women,Employment_rate,13.973239328128653,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Women,Decision_making_participation,11.10296438296808,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Men,School_enrollment,17.328054075243404,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Men,Health_services_access,,%,Labour_Force_Survey,missing_value
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Men,GBV_services_access,9.62954562471623,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Men,Employment_rate,11.01607669995139,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Low,With disability,Men,Decision_making_participation,19.9017104862563,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Women,School_enrollment,46.15988191616428,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Women,Health_services_access,46.74933129390337,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Women,GBV_services_access,47.76900824834364,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Women,Employment_rate,38.934843939841834,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Women,Decision_making_participation,48.12193423521552,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Men,School_enrollment,48.282638591354896,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Men,Health_services_access,48.7583457135996,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Men,GBV_services_access,50.89270825131768,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Men,Employment_rate,50.681608503326665,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,No disability,Men,Decision_making_participation,52.253656681253716,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Women,School_enrollment,23.5077091902155,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Women,Health_services_access,,%,Administrative_Health_Reports,missing_value
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Women,GBV_services_access,25.558549373862732,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Women,Employment_rate,29.38305508896419,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Women,Decision_making_participation,32.10000411121278,%,Administrative_Health_Reports,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Men,School_enrollment,31.72851875145572,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Men,Health_services_access,,%,Administrative_Health_Reports,missing_value
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Men,GBV_services_access,28.84343840928934,%,Civic_Participation_Records,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Men,Employment_rate,32.57934033987976,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,Middle,With disability,Men,Decision_making_participation,28.844632641004456,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Women,School_enrollment,55.202258789447626,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Women,Health_services_access,51.67202509854764,%,Labour_Force_Survey,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Women,GBV_services_access,56.0362367557276,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Women,Employment_rate,51.26236793011322,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Women,Decision_making_participation,51.730321147483764,%,Community_GBV_Monitoring,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Men,School_enrollment,55.516543212774614,%,Household_Survey,ok
2020,Rwanda,Kigali,Kicukiro,High,No disability,Men,Health_services_access,59.30258490938811,%,Civic_Participation_Records,ok
