year,country,region,district,program_category,budget_amount,currency,grb_marker,gender_target,income_target,disability_target,source_file
2023,Rwanda,Kigali,Kicukiro,Education,368170.9166486358,RWF,True,Women,Low,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,Health,2837593.8523751493,RWF,False,Both,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,GBV_response,2823647.445834102,RWF,False,Both,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,GBV_response,917958.4193833867,RWF,True,Women,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,Economic_support,2793986.551903982,RWF,False,Both,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,Economic_support,1355283.6183693432,RWF,True,Women,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,Governance_participation,1703958.4251560527,RWF,False,Both,All,All,sample_budget_2023.xlsx
2023,Rwanda,Kigali,Kicukiro,Governance_participation,550945.1996477845,RWF,True,Women,Middle,With disability,sample_budget_2023.xlsx
2024,Rwanda,Kigali,Kicukiro,Education,1494137.4116281667,RWF,False,Both,All,All,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,Education,344934.1719063818,RWF,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,Health,3181000.09985557,RWF,False,Both,All,All,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,GBV_response,2062142.2382785736,RWF,False,Both,All,All,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,Economic_support,2220141.491484324,RWF,True,Both,All,All,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,Governance_participation,1808340.4206405748,RWF,False,Both,All,All,sample_budget_2024.xlsx
2024,Rwanda,Kigali,Kicukiro,Governance_participation,413838.3942503123,RWF,True,Women,All,All,sample_budget_2024.xlsx
2020,Tunisia,Tunis,Ariana,Education,2430090.817047564,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,Education,447863.04397384735,TND,True,Women,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,Health,1812423.0512132533,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,GBV_response,1565294.2438580506,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,GBV_response,428960.5161289235,TND,True,Both,Middle,With disability,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,Economic_support,2681174.518878404,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,Governance_participation,1923613.8328359548,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,Ariana,Governance_participation,843305.3765940004,TND,True,Both,Low,With disability,sample_budget_2020.xlsx
2021,Tunisia,Tunis,Ariana,Education,3243219.1667312933,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,Education,615246.5216393073,TND,True,Both,Middle,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,Health,2424091.6877348656,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,GBV_response,2713661.298987268,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,GBV_response,787699.4302454601,TND,True,Women,Low,With disability,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,Economic_support,3585250.5434878976,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,Governance_participation,3111355.5884765266,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,Ariana,Governance_participation,588657.205116818,TND,True,Women,Low,All,sample_budget_2021.xlsx
2022,Tunisia,Tunis,Ariana,Education,3887551.2744513396,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Education,746129.0075416039,TND,True,Women,Low,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Health,3287625.7534720753,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Health,1281932.2219901746,TND,True,Women,Low,No disability,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,GBV_response,2521986.702964134,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,GBV_response,1436770.7180026332,TND,True,Both,Middle,No disability,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Economic_support,1173967.2476114475,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Governance_participation,1400180.3138377608,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,Ariana,Governance_participation,765050.656625876,TND,True,Women,Low,All,sample_budget_2022.xlsx
2023,Tunisia,Tunis,Ariana,Education,3317321.3242365858,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,Health,2602606.280296362,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,Health,1086890.7728583792,TND,True,Both,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,GBV_response,2508646.4745242293,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,Economic_support,2418603.3860373637,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,Economic_support,821974.2985813286,TND,True,Both,Middle,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,Ariana,Governance_participation,4198441.901110166,TND,False,Both,All,All,sample_budget_2023.xlsx
2024,Tunisia,Tunis,Ariana,Education,1108892.8328711912,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Health,1478300.3724068291,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Health,269283.0464923628,TND,True,Women,Low,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,GBV_response,786456.0904714535,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Economic_support,866172.8411632228,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Economic_support,313901.4894310883,TND,True,Both,Low,With disability,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Governance_participation,1714955.1847759718,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,Ariana,Governance_participation,315703.73557104514,TND,True,Both,Low,With disability,sample_budget_2024.xlsx
2020,Tunisia,Tunis,La Marsa,Education,2278277.392285682,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,Education,368324.2954585789,TND,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,Health,2666613.7862827666,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,GBV_response,3414426.3832649835,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,GBV_response,666846.108836474,TND,True,Both,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,Economic_support,1646200.577295934,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,Economic_support,674079.6108200807,TND,True,Women,Middle,With disability,sample_budget_2020.xlsx
2020,Tunisia,Tunis,La Marsa,Governance_participation,2701341.4386390187,TND,False,Both,All,All,sample_budget_2020.xlsx
2021,Tunisia,Tunis,La Marsa,Education,1206690.7772817083,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,Health,3696568.816090704,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,Health,797612.6041703286,TND,True,Women,Low,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,GBV_response,1619741.7353309167,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,GBV_response,335819.1234756592,TND,True,Women,Middle,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,Economic_support,3777414.6220547245,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Tunis,La Marsa,Governance_participation,2526137.5668023396,TND,False,Both,All,All,sample_budget_2021.xlsx
2022,Tunisia,Tunis,La Marsa,Education,1224182.5203579867,TND,True,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Education,589357.5503633757,TND,True,Women,Middle,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Health,1560948.5338951987,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,GBV_response,1351968.6524777245,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Economic_support,1294396.6286359075,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Economic_support,602807.4190480496,TND,True,Both,Middle,With disability,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Governance_participation,698110.5506106279,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Tunis,La Marsa,Governance_participation,206953.02631874266,TND,True,Women,Low,All,sample_budget_2022.xlsx
2023,Tunisia,Tunis,La Marsa,Education,2055943.924954709,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Education,481313.88981688354,TND,True,Women,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Health,1741059.4790003395,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Health,818874.2204795277,TND,True,Both,All,With disability,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,GBV_response,1249131.5125764436,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Economic_support,857389.1180807421,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Economic_support,209447.5157658296,TND,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Governance_participation,1452940.1350399705,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Tunis,La Marsa,Governance_participation,296717.22578167624,TND,True,Both,Low,All,sample_budget_2023.xlsx
2024,Tunisia,Tunis,La Marsa,Education,1923015.828713578,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Education,395250.50805243815,TND,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Health,2671111.713129403,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,GBV_response,1799012.8307174968,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Economic_support,1881137.2606919466,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Economic_support,848331.9782075789,TND,True,Women,Low,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Governance_participation,2767056.438980039,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Tunis,La Marsa,Governance_participation,515862.6090749499,TND,True,Women,Middle,With disability,sample_budget_2024.xlsx
2020,Tunisia,Sousse,Sousse_North,Education,2113406.7946593566,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Health,2570079.6251811087,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Health,902711.1307122435,TND,True,Both,Low,No disability,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,GBV_response,3514047.967754803,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,GBV_response,851768.086580567,TND,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Economic_support,1786833.1958456729,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Economic_support,586370.4171367675,TND,True,Women,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Governance_participation,3366147.9879038082,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_North,Governance_participation,1441804.8972519164,TND,True,Women,Middle,With disability,sample_budget_2020.xlsx
2021,Tunisia,Sousse,Sousse_North,Education,2538764.5287626907,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,Education,502525.40879433695,TND,True,Women,Low,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,Health,2917430.3765285253,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,Health,948170.5050666276,TND,True,Both,Low,With disability,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,GBV_response,3387536.164579202,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,Economic_support,3402136.0645050323,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_North,Governance_participation,1858430.959858009,TND,False,Both,All,All,sample_budget_2021.xlsx
2022,Tunisia,Sousse,Sousse_North,Education,2185074.5668983227,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Education,1072450.831467307,TND,True,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Health,3035035.204782095,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Health,524522.6042549887,TND,True,Women,Middle,With disability,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,GBV_response,1682872.228576085,TND,True,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,GBV_response,708590.6839365638,TND,True,Women,Low,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Economic_support,2768091.5301281097,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Economic_support,719342.5563464031,TND,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_North,Governance_participation,3606314.992466928,TND,False,Both,All,All,sample_budget_2022.xlsx
2023,Tunisia,Sousse,Sousse_North,Education,3282975.2528406493,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Education,1092225.0757204152,TND,True,Women,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Health,2103233.885372512,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Health,678971.109017548,TND,True,Both,Low,With disability,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,GBV_response,4229483.352320095,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Economic_support,1999693.2764972178,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Economic_support,653193.7453379993,TND,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Governance_participation,1863554.186749183,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_North,Governance_participation,508665.0731468681,TND,True,Women,Low,With disability,sample_budget_2023.xlsx
2024,Tunisia,Sousse,Sousse_North,Education,1472054.1015329284,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,Education,556519.9971867393,TND,True,Women,Low,No disability,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,Health,856470.5597458845,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,GBV_response,1307602.3229640578,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,GBV_response,749516.5917323251,TND,True,Both,Low,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,Economic_support,1302027.5408823986,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,Economic_support,724796.934542159,TND,True,Both,Middle,With disability,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_North,Governance_participation,2452445.325362418,TND,True,Both,All,All,sample_budget_2024.xlsx
2020,Tunisia,Sousse,Sousse_South,Education,2330933.7873138646,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Health,2086166.310501083,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Health,801799.7748758341,TND,True,Women,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,GBV_response,1185453.0425413877,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,GBV_response,435907.6760573961,TND,True,Both,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Economic_support,1881715.9003312304,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Economic_support,591308.5362270407,TND,True,Women,Middle,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Governance_participation,952258.7172534663,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sousse,Sousse_South,Governance_participation,272347.49071179295,TND,True,Women,Middle,All,sample_budget_2020.xlsx
2021,Tunisia,Sousse,Sousse_South,Education,1780734.0245142758,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,Education,736798.9593323927,TND,True,Women,Low,With disability,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,Health,1057547.1510575046,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,GBV_response,1648251.468023512,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,GBV_response,854864.4699621209,TND,True,Women,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,Economic_support,1534406.867010718,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,Governance_participation,1010860.2111448754,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sousse,Sousse_South,Governance_participation,259815.23320286645,TND,True,Women,Low,All,sample_budget_2021.xlsx
2022,Tunisia,Sousse,Sousse_South,Education,2399355.033939955,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Education,650694.8418185606,TND,True,Women,Middle,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Health,3044153.842526016,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,GBV_response,3646692.169040079,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,GBV_response,1658764.7046039815,TND,True,Women,Low,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Economic_support,2321243.1026561065,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Economic_support,1097504.425356091,TND,True,Women,All,No disability,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Governance_participation,3510945.9058280527,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sousse,Sousse_South,Governance_participation,816297.2101842676,TND,True,Women,Middle,No disability,sample_budget_2022.xlsx
2023,Tunisia,Sousse,Sousse_South,Education,1819232.654880806,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Education,299582.42305740697,TND,True,Women,Low,With disability,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Health,1115980.9386161154,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Health,369227.54651193484,TND,True,Women,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,GBV_response,846083.971891084,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Economic_support,1125104.8708651306,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Economic_support,413311.93448299944,TND,True,Women,All,With disability,sample_budget_2023.xlsx
2023,Tunisia,Sousse,Sousse_South,Governance_participation,1578108.918650808,TND,False,Both,All,All,sample_budget_2023.xlsx
2024,Tunisia,Sousse,Sousse_South,Education,3530115.8838827587,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,Education,878868.7804083934,TND,True,Women,Middle,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,Health,3694259.2366556074,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,GBV_response,3038690.351623716,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,GBV_response,660380.6024456824,TND,True,Women,Low,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,Economic_support,2691497.8546560975,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,Governance_participation,2165074.155808184,TND,True,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sousse,Sousse_South,Governance_participation,416093.2099169119,TND,True,Both,All,With disability,sample_budget_2024.xlsx
2020,Tunisia,Sfax,Sfax_City,Education,2885513.3826836264,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Education,416248.55371868453,TND,True,Women,Low,No disability,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Health,1453282.1252989876,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Health,601030.1775727478,TND,True,Women,All,With disability,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,GBV_response,2518210.6242150427,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Economic_support,1132552.5908977059,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Economic_support,440844.8328393205,TND,True,Both,Low,With disability,sample_budget_2020.xlsx
2020,Tunisia,Sfax,Sfax_City,Governance_participation,1697305.4430456043,TND,False,Both,All,All,sample_budget_2020.xlsx
2021,Tunisia,Sfax,Sfax_City,Education,2245598.6981975534,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,Education,820164.8275198147,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,Health,3867486.4610996665,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,GBV_response,2540403.859218925,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,GBV_response,589164.0171415576,TND,True,Women,Low,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,Economic_support,1822407.945892077,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,Governance_participation,3818636.959623205,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,Sfax_City,Governance_participation,1335351.214778262,TND,True,Women,Middle,All,sample_budget_2021.xlsx
2022,Tunisia,Sfax,Sfax_City,Education,1592411.7468013698,TND,True,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,Education,817039.8944848888,TND,True,Women,Low,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,Health,1094387.7494153236,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,GBV_response,1361822.8210830612,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,Economic_support,1177096.6181362923,TND,False,Both,All,All,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,Economic_support,315461.58127882343,TND,True,Women,Middle,With disability,sample_budget_2022.xlsx
2022,Tunisia,Sfax,Sfax_City,Governance_participation,1713520.4635437801,TND,True,Both,All,All,sample_budget_2022.xlsx
2023,Tunisia,Sfax,Sfax_City,Education,2091924.9023736939,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,Education,1052259.3173178947,TND,True,Women,Low,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,Health,2506165.8844235796,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,GBV_response,2430820.7410036405,TND,False,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,Economic_support,1788565.7802125346,TND,True,Both,All,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,Economic_support,642087.462357088,TND,True,Women,Middle,All,sample_budget_2023.xlsx
2023,Tunisia,Sfax,Sfax_City,Governance_participation,2312134.6173185566,TND,False,Both,All,All,sample_budget_2023.xlsx
2024,Tunisia,Sfax,Sfax_City,Education,1953990.5363192614,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,Health,1368348.042615546,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,GBV_response,1525673.749491758,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,GBV_response,485222.1667679455,TND,True,Women,Middle,No disability,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,Economic_support,1662535.795062869,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,Governance_participation,1387619.1587835113,TND,False,Both,All,All,sample_budget_2024.xlsx
2024,Tunisia,Sfax,Sfax_City,Governance_participation,617714.4638743635,TND,True,Women,Low,All,sample_budget_2024.xlsx
2020,Tunisia,Sfax,El_Houaria,Education,1628899.6933402389,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Education,673501.5581594853,TND,True,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Health,1496926.5422076504,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Health,228929.65509559115,TND,True,Women,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,GBV_response,2321864.3578836354,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,GBV_response,1086613.6856729793,TND,True,Women,Low,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Economic_support,2488793.7225431395,TND,False,Both,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Economic_support,500442.14244430733,TND,True,Women,All,All,sample_budget_2020.xlsx
2020,Tunisia,Sfax,El_Houaria,Governance_participation,1543939.7688635376,TND,False,Both,All,All,sample_budget_2020.xlsx
2021,Tunisia,Sfax,El_Houaria,Education,2548148.150151122,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,El_Houaria,Health,3235510.3826456256,TND,True,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,El_Houaria,GBV_response,2576070.6921336143,TND,False,Both,All,All,sample_budget_2021.xlsx
2021,Tunisia,Sfax,El_Houaria,Economic_support,1603263.599735775,TND,False,Both,All,All,sample_budget_2021.xlsx
